         349480367 function calls (341997083 primitive calls) in 308.596 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1006    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      363    0.127    0.000    0.127    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      493    0.073    0.000    0.073    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
      105    0.000    0.000    0.000    0.000 {built-in method math.gcd}
   385718    0.307    0.000    0.307    0.000 {built-in method math.log2}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        5    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       21    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      361    0.021    0.000    0.021    0.000 {built-in method nt._isdir}
        1    0.000    0.000    0.000    0.000 {built-in method nt.access}
     8110    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      234    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
      384    0.032    0.000    0.032    0.000 {built-in method nt.listdir}
        4    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
     4111    0.229    0.000    0.229    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
      268    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
   596681    1.217    0.000    1.217    0.000 {built-in method numpy.core.multiarray.arange}
3913788/3523007    5.895    0.000    8.094    0.000 {built-in method numpy.core.multiarray.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.bincount}
       12    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.can_cast}
     4349    0.017    0.000    0.017    0.000 {built-in method numpy.core.multiarray.concatenate}
       10    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.datetime_data}
  1185005    2.690    0.000    2.690    0.000 {built-in method numpy.core.multiarray.empty}
       10    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        7    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.zeros}
  3121910    0.555    0.000    0.555    0.000 {built-in method numpy.core.umath.geterrobj}
  1560955    0.946    0.000    0.946    0.000 {built-in method numpy.core.umath.seterrobj}
   394329    0.211    0.000    0.211    0.000 {built-in method pandas._libs.algos.ensure_int64}
   595230    0.157    0.000    0.157    0.000 {built-in method pandas._libs.algos.ensure_object}
   197222    0.071    0.000    0.071    0.000 {built-in method pandas._libs.algos.ensure_platform_int}
   198407    6.109    0.000    6.109    0.000 {built-in method pandas._libs.hashtable.value_count_object}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.array_equivalent_object}
   398378    0.204    0.000    0.204    0.000 {built-in method pandas._libs.lib.checknull}
        6    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.infer_datetimelike_array}
       20    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
   401413    0.076    0.000    0.076    0.000 {built-in method pandas._libs.lib.is_bool}
   396815    1.075    0.000    1.075    0.000 {built-in method pandas._libs.lib.is_datetime_array}
   779767    0.168    0.000    0.168    0.000 {built-in method pandas._libs.lib.is_float}
   603214    0.106    0.000    0.106    0.000 {built-in method pandas._libs.lib.is_integer}
  4349815    2.620    0.000    2.620    0.000 {built-in method pandas._libs.lib.isscalar}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.list_to_object_array}
      105    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetFullPathName}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.GetTempPath}
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.CloseKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
        5    0.000    0.000    0.000    0.000 {built-in method winreg.EnumKey}
       48    0.000    0.000    0.000    0.000 {built-in method winreg.EnumValue}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
        6    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
       10    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x000002BA82B00268}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002BA814D9D08}
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
      291    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      900    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       65    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       18    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.lib.BlockPlacement' objects}
     2636    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
      604    0.001    0.000    0.003    0.000 {method 'all' of 'numpy.ndarray' objects}
   775555    0.508    0.000    3.336    0.000 {method 'any' of 'numpy.ndarray' objects}
   314858    0.055    0.000    0.055    0.000 {method 'append' of 'list' objects}
      539    0.001    0.000    0.001    0.000 {method 'argmax' of 'numpy.ndarray' objects}
   202725    0.734    0.000    0.734    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 {method 'as_integer_ratio' of 'float' objects}
   198670    0.250    0.000    0.250    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1316    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
      135    0.004    0.000    0.006    0.000 {method 'choice' of 'mtrand.RandomState' objects}
       17    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
     1850    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
      569    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      364    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       10    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       37    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      628    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      575    0.000    0.000    0.001    0.000 {method 'extend' of 'list' objects}
   393958    0.236    0.000    0.236    0.000 {method 'fill' of 'numpy.ndarray' objects}
     1472    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       58    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      660    0.010    0.000    0.010    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
   393848    0.592    0.000    0.592    0.000 {method 'format' of 'str' objects}
  1610353    0.568    0.000    0.568    0.000 {method 'get' of 'dict' objects}
      308    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      145    0.002    0.000    0.002    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
   412154    0.556    0.000    0.556    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   385718    1.971    0.000    2.429    0.000 {method 'get_value' of 'pandas._libs.index.IndexEngine' objects}
     1792    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
    11113    0.002    0.000    0.002    0.000 {method 'group' of '_sre.SRE_Match' objects}
       33    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
     1131    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       97    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       33    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
       12    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
      256    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
      702    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      168    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
  1783971    0.306    0.000    0.306    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
10683/10675    0.004    0.000    0.006    0.000 {method 'join' of 'str' objects}
   202167    0.042    0.000    0.042    0.000 {method 'keys' of 'dict' objects}
   206188    0.049    0.000    0.049    0.000 {method 'lower' of 'str' objects}
       56    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      812    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       21    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
   196696    0.386    0.000    0.386    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     1669    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
   780700    0.177    0.000    0.177    0.000 {method 'pop' of 'dict' objects}
      183    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
   198494    0.145    0.000    0.145    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      298    0.011    0.000    0.011    0.000 {method 'read' of '_io.BufferedReader' objects}
      493    0.024    0.000    0.024    0.000 {method 'read' of '_io.FileIO' objects}
       62    0.003    0.000    0.003    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.004    0.004    0.004    0.004 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        2    0.003    0.001    0.003    0.002 {method 'readlines' of '_io._IOBase' objects}
  1370439    6.711    0.000    6.711    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       13    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       68    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
     3915    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
   198427    0.225    0.000    0.225    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       68    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
     2142    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
   202856    0.097    0.000    0.097    0.000 {method 'rpartition' of 'str' objects}
      992    0.002    0.000    0.002    0.000 {method 'rsplit' of 'str' objects}
    16265    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
   591338    0.366    0.000    0.366    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
